,Ambler class,Protein name,PDB code,Resolution (Å),Release date,UniProt code,PubMed ID,DOI,PDB,Mutations,Ligands,Space group,Unit cell parameters,Z value,Covalent,Michaelis,APO,smiles,vae_emb
0,A,BAA-83,6W2Z,1.5,2020-03-25,P39824,,,pdb,,NXL,P 1 21 1,39.681 85.456 70.360 ♦ 90.00 94.97 90.00,4.0,NXL,,,NC(=O)[C@@H]1CC[C@@H](NOS(=O)(=O)O)CN1C=O,"[0.07276798784732819, -0.00034542055800557137, -0.0418843999505043, 0.007769545540213585, 0.05832688510417938, 0.018243612721562386, -0.009067605249583721, 0.031208712607622147, -0.009472575038671494, -0.0005527269095182419, 0.046700768172740936, -0.037910252809524536, -0.029951201751828194, -0.02651713788509369, -0.018772561103105545, -0.03089974634349346, 0.009051170200109482, 0.10541195422410965, 0.09273677319288254, -0.016746176406741142, 0.026704877614974976, -0.011389773339033127, 0.017171062529087067, 0.01932164467871189, -0.018065087497234344, 0.0003429907374083996, 0.05219373479485512, 0.02776045724749565, 0.014848891645669937, 0.012191717512905598, 0.0072827422991395, -0.09579029679298401, -0.0162590891122818, -0.0018181344494223595, 0.03379272297024727, 0.018826356157660484, 0.003556370735168457, -0.04776228219270706, 0.02066194638609886, 0.03411933034658432, 0.017774207517504692, -0.007415178697556257, 0.0017101876437664032, -0.015790332108736038, -0.06698592007160187, -0.08528166264295578, -0.01721283420920372, -0.03827429562807083, 0.021145403385162354, -0.011493111960589886, -0.00018264527898281813, -0.014240873977541924, 0.02630794048309326, 0.020220186561346054, -0.03966731205582619, -0.011239467188715935, 0.030919231474399567, -0.01920379139482975, -0.024765947833657265, 0.02950880490243435, 0.0074431197717785835, 0.013894878327846527, -0.0033096657134592533, 0.038242802023887634, -0.03143586218357086, -0.006374493706971407, -0.02692694403231144, 0.0179133377969265, -0.004803445190191269, 0.012619107030332088, -0.013081061653792858, -0.008686104789376259, 0.056109558790922165, 0.030448008328676224, 0.029178807511925697, -0.007738382089883089, 0.009224675595760345, -0.0038272645324468613, 0.021101895719766617, 0.012918318621814251, 0.038176290690898895, -0.004801216535270214, 0.00900355540215969, -0.0030917031690478325, -0.04095509648323059, 0.009756850078701973, 0.04865892976522446, 0.006176753900945187, 0.002206114586442709, 0.018739761784672737, 0.11417728662490845, -0.06068394333124161, -0.018650218844413757, 0.004365379922091961, -0.022587794810533524, 0.06258505582809448, 0.002624250017106533, 0.01156286895275116, -0.002722274512052536, -0.021116457879543304, -0.09663677960634232, -0.04169763624668121, -0.004774599336087704, -0.025463830679655075, -0.02005944401025772, 0.030310939997434616, -0.01863200217485428, 0.022577276453375816, 0.008242541924118996, -0.048717524856328964, -0.03637697920203209, 0.008850314654409885, 0.005478755105286837, 0.05467620864510536, -0.10732252895832062, 0.022278347983956337, -0.030439812690019608, 0.04618334025144577, -0.017410628497600555, -0.01729968562722206, -0.007547345012426376, 0.04467534273862839, 0.11518630385398865, -0.02221834659576416, -0.019492879509925842, -0.015326842665672302, 0.02411055751144886, -0.03187619149684906, -0.04009276628494263, -0.0013794200494885445, 0.000626798253506422, 0.007727768737822771, 0.05715112388134003, 0.023403681814670563, 0.025234432891011238, 0.01061100885272026, -0.011609373614192009, 0.0332779660820961, 0.054428376257419586, 0.030037997290492058, -0.04198094457387924, -0.04584170877933502, 0.05801721289753914, 0.007240296341478825, -0.007867088541388512, 0.003626645542681217, -0.006768456660211086, -0.029727332293987274, 0.01767624542117119, 0.013702571392059326, -0.013755843043327332, -0.03242115676403046, -0.012690667994320393, 0.06425070762634277, 0.0022618675138801336, 0.037612903863191605, 0.01083394791930914, 0.02760717272758484, -0.03168364614248276, 0.03969771787524223, 0.06547114998102188, -0.012985141947865486, -0.006760763470083475, -0.014228289015591145, -0.0661214217543602, -0.029687613248825073, -0.01666381023824215, -0.06402517855167389, -0.013778747990727425, -0.014570728875696659, -0.009678825736045837, 0.0033903680741786957, 0.019918717443943024, 0.0134225282818079, 0.02456476539373398, 0.016692815348505974, -0.010697213932871819, -0.032477401196956635, 0.0169660821557045, 0.015645433217287064, 0.00036321114748716354, 0.019174978137016296, -0.01717892661690712, -0.034749601036310196, 0.025412170216441154, -0.01756471022963524, 0.021586544811725616, -0.00070808338932693, -0.0381634384393692, -0.014518249779939651, -0.03289379924535751, 0.005918651353567839, 0.03380506485700607, 0.0071253180503845215, 0.009698283858597279, 0.008726205676794052]"
1,A,BEL-1,4MXB,1.79,2014-10-01,Q3SAW3,,,pdb,,IM2,P 1 21 1,53.980 95.860 103.420 ♦ 90.00 91.97 90.00,8.0,IM2,,,C[C@@H](O)[C@@H](C=O)[C@H]1CC(SCCNC=N)=C(C(=O)O)N1,"[0.06595964729785919, -0.019008923321962357, -0.004504438489675522, 0.036207590252161026, -0.022189121693372726, -0.010395640507340431, -0.028870344161987305, 0.0467875599861145, 0.0013627391308546066, 0.021126262843608856, 0.05180387943983078, 0.026889778673648834, 0.034481070935726166, -0.007944089360535145, -0.02300826832652092, 0.02040644735097885, -0.05862126499414444, 0.01798887550830841, -0.07461442798376083, -0.026981214061379433, 0.018496640026569366, 0.0037881843745708466, -0.021150287240743637, 0.06170372664928436, -0.0019585993140935898, 0.04105787351727486, -0.011499494314193726, 0.008584301918745041, -0.05308138579130173, -0.014331570826470852, -0.026807446032762527, 0.0034120988566428423, 0.0040562814101576805, -0.024854108691215515, 0.021400930359959602, -0.02106916718184948, 0.021198086440563202, 0.011305626481771469, 0.009231269359588623, 0.009083457291126251, -0.019530437886714935, -0.01162684801965952, -0.01038413681089878, 0.07189562916755676, -0.02540193498134613, 0.01326090656220913, -0.014230448752641678, -0.0037995767779648304, 0.06907892972230911, 0.016419097781181335, -0.00044867023825645447, -0.04991498962044716, 0.005467899609357119, 0.011081643402576447, -0.03385993093252182, -0.006673140451312065, 0.00665517570450902, 0.027112923562526703, -0.02687435783445835, 0.010081902146339417, 0.04827449470758438, 0.02774517796933651, 0.007404588162899017, -0.021734001114964485, -0.01010519452393055, 0.016646984964609146, -0.022977598011493683, -0.00285234022885561, 0.013561250641942024, 0.014192737638950348, -0.003975732252001762, -0.019563492387533188, 0.01047984603792429, 0.03624548763036728, -0.0006865197792649269, -0.06792785972356796, 0.031022436916828156, -0.008198183961212635, -0.016732260584831238, -0.0031047388911247253, 0.05336128547787666, 0.002495771273970604, 0.05480549857020378, 0.013849906623363495, 0.01119062677025795, -0.0030298205092549324, 0.024573156610131264, -0.04828321561217308, -0.00987398624420166, -0.001064920797944069, 0.041603270918130875, -0.0257186871021986, 0.0011052042245864868, -0.02810458280146122, -0.026567492634058, 0.03175097331404686, -0.061361148953437805, 0.05355537682771683, -0.001248581800609827, 0.023582525551319122, -0.0027585262432694435, 0.0333515927195549, 0.04572824388742447, 0.012152466922998428, -0.08495349436998367, 0.05998438596725464, -0.06933160871267319, 0.005996773950755596, 0.024313926696777344, -0.020059311762452126, -0.0021403655409812927, 0.019670186564326286, -0.003272479400038719, 0.01080184057354927, -0.07082197070121765, 0.0215693898499012, -0.04089149460196495, 0.027024313807487488, -0.011832261458039284, 0.01990026980638504, 0.0026731062680482864, 0.03460318222641945, 0.0648769736289978, 0.005333516746759415, -0.026406969875097275, -0.07824718952178955, -0.025355752557516098, -0.01973756030201912, -0.023129692301154137, -0.00696982815861702, -0.0778968334197998, -0.006890478543937206, -0.00041619036346673965, -0.0286283940076828, -0.007321193814277649, 0.00529438816010952, 0.00016204314306378365, 0.033051274716854095, 0.049145620316267014, 0.0013325931504368782, -0.09242367744445801, -0.022691402584314346, 0.06644625961780548, -0.028307875618338585, 0.06362995505332947, 0.018572263419628143, 0.05639570578932762, 0.005162594839930534, -0.01042416412383318, 0.04345736280083656, -0.007105594500899315, -0.008006494492292404, -0.0010355263948440552, 0.04064634442329407, -0.006602885201573372, 0.016983957961201668, -0.04474613815546036, 0.05904891714453697, -0.0014735357835888863, 0.007746339775621891, 0.018163733184337616, 0.0022670431062579155, -0.04296443611383438, -0.01826518401503563, 0.023040227591991425, -0.0366939976811409, 0.0030510947108268738, 0.1080411821603775, -0.03933199122548103, 0.009701929055154324, 0.04807431623339653, -0.007271836511790752, -0.03423665463924408, 0.05455545336008072, 0.023654617369174957, 0.02086917869746685, 0.029478104785084724, 0.008586037904024124, 0.004085078835487366, 0.07294243574142456, -0.0039009610190987587, -0.024311698973178864, -0.014492161571979523, -0.0033287452533841133, 0.020606979727745056, 0.046475235372781754, 0.08036340773105621, 0.0330987349152565, -0.039330966770648956, -0.014577970840036869, 0.011011525988578796, 0.002174003981053829, 0.007542609237134457, 0.06933224946260452, -0.009446465410292149, 0.017666317522525787]"
2,A,BEL-1,5EPH,1.79,2016-09-21,Q3SAW3,27671060,10.1128/AAC.00936-16,pdb,,ID1,P 1 21 1,53.980 95.860 103.420 ♦ 90.00 91.97 90.00,8.0,ID1,,,C[C@@H](O)[C@@H](C=O)[C@H]1C[C@@H](SCC/N=C\N)C(C(=O)O)=N1,"[0.1085759773850441, -0.03394392132759094, 0.0034485897049307823, 0.0355878546833992, -0.04973169416189194, -0.005307171493768692, -0.01710081472992897, 0.028662871569395065, -0.008849848061800003, 0.04899723827838898, 0.049556028097867966, 0.024712610989809036, 0.027574576437473297, -0.022848883643746376, -0.0010077236220240593, 0.027730941772460938, -0.06552458554506302, 0.04144999384880066, -0.047792017459869385, -0.036229848861694336, -0.01563214138150215, 0.025762246921658516, -0.029385032132267952, 0.02947642095386982, -0.026299400255084038, 0.03415697440505028, -0.017271503806114197, -0.008926473557949066, -0.07812678813934326, -0.01262739859521389, -0.05194760859012604, 0.007286130450665951, -0.01784515008330345, 0.0021110540255904198, 0.029259495437145233, -0.011102057062089443, 0.00959126278758049, -0.015004964545369148, 0.01593908667564392, -0.022287409752607346, 0.0035750670358538628, -0.010669887065887451, -0.016860228031873703, 0.07534228265285492, -0.0024496540427207947, 0.027095573022961617, 0.0014817891642451286, -0.00996813178062439, 0.05340045318007469, 0.002012273296713829, 0.010224297642707825, -0.05749926716089249, -0.01095011830329895, 0.01628991588950157, -0.0408901609480381, -0.01799873448908329, 0.002725559752434492, 0.012987637892365456, -0.04120401293039322, 0.012140442617237568, 0.06783921271562576, 0.02831229567527771, 0.01743549294769764, 0.0038751824758946896, -0.037763357162475586, 0.009219808503985405, -0.03021921217441559, -0.0037327874451875687, 0.007361788302659988, 0.02799665555357933, 0.004438495263457298, -0.0024407515302300453, 0.026043657213449478, 0.01673448085784912, 0.009728824719786644, -0.060031116008758545, 0.036130987107753754, 0.02027224190533161, 0.00867216382175684, 0.008955636061728, 0.061898842453956604, 0.011762263253331184, 0.04597165435552597, 0.029168618842959404, 0.01789703220129013, -0.005180397070944309, -0.01548758614808321, -0.012938533909618855, -0.0069818091578781605, 0.018645331263542175, 0.07080193608999252, -0.039300352334976196, 0.026087258011102676, -0.017290577292442322, -0.04960670322179794, 0.018247460946440697, -0.05884169787168503, 0.025090685114264488, 0.025010820478200912, 0.00692021194845438, -0.003489930182695389, 0.023958586156368256, 0.03189011663198471, 0.00861437525600195, -0.06558807939291, 0.03623347729444504, -0.05688440427184105, 0.01484920084476471, 0.029994722455739975, -0.035851024091243744, -0.020459961146116257, -0.010657512582838535, -0.008503471501171589, 0.05713190138339996, -0.053055085241794586, 0.03448620066046715, -0.03032587841153145, 0.058135125786066055, -0.009928270243108273, 0.03604034334421158, 0.011611022055149078, 0.026032350957393646, 0.0849885642528534, -0.005435703322291374, -0.035896606743335724, -0.061615969985723495, -0.031032565981149673, -0.035635050386190414, 0.0024968795478343964, 0.00968150980770588, -0.08523093163967133, -0.001763499341905117, 0.012905033305287361, -0.01855471171438694, -0.029483318328857422, -0.008588021621108055, 0.02331685647368431, 0.0567624606192112, 0.07534752041101456, 0.015857430174946785, -0.10009567439556122, -0.027789220213890076, 0.07984611392021179, 0.0014609734062105417, 0.07429205626249313, -0.014692826196551323, 0.03996370732784271, -0.019940346479415894, -0.01910603977739811, 0.03292745724320412, -0.018771637231111526, -0.004610708449035883, 0.010058894753456116, 0.016077563166618347, 0.030072979629039764, 0.05813281610608101, -0.03528826683759689, 0.08967606723308563, 0.0196533165872097, -0.00986836850643158, 0.04180372133851051, 0.012981527484953403, -0.005596527364104986, -0.008971137925982475, 0.019279897212982178, -0.001203153282403946, 0.02739046886563301, 0.09659671783447266, -0.007367982529103756, -0.022483734413981438, 0.02782633900642395, -0.016413889825344086, -0.006741205230355263, 0.07245108485221863, 0.023100633174180984, 0.049561016261577606, 0.03911198675632477, 0.03292933851480484, 0.028269439935684204, 0.07516729831695557, 0.01797366701066494, 0.004033129196614027, 0.0034535308368504047, -0.02848651260137558, 0.027978839352726936, 0.025736980140209198, 0.07883381098508835, 0.03882019594311714, -0.040576398372650146, -0.016501761972904205, 0.008974632248282433, 0.011632890440523624, 0.014206585474312305, 0.07343132048845291, -0.006850388366729021, 0.03997953608632088]"
3,A,BEL-1,5EUA,1.85,2016-09-21,Q3SAW3,27671060,10.1128/AAC.00936-16,pdb,,3P7,P 21 21 21,70.530 80.910 86.640 ♦ 90.00 90.00 90.00,8.0,3P7,,,C=C1CO[C@H]([C@@](C=O)(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)OC)N=C1C(=O)O,"[0.13130465149879456, 0.027967937290668488, 0.024784443899989128, -0.015803895890712738, -0.0517398901283741, 0.029213130474090576, 0.012135561555624008, 0.044016771018505096, 0.03823506087064743, -0.01898338459432125, 0.04869427531957626, -0.07340792566537857, 0.01745789684355259, -0.08264389634132385, -0.02138245478272438, -0.019146321341395378, 0.07350822538137436, 0.037904880940914154, 0.05863536149263382, -0.01943514123558998, 0.013074282556772232, -0.012823951430618763, -0.04174938425421715, 0.05072779580950737, -0.10831832140684128, 0.001794995740056038, -0.05668944492936134, -0.04909225180745125, 0.043921470642089844, 0.01613600365817547, -0.014871534891426563, -0.06016203761100769, 0.0020887532737106085, -0.002961046528071165, 0.03865092247724533, 0.002780285896733403, -0.04871821403503418, -0.04048960655927658, -0.007613641209900379, 0.027797527611255646, 0.025917362421751022, 0.08765365183353424, 0.0052064042538404465, 0.043757274746894836, -0.02685626596212387, -0.09304295480251312, -0.031805749982595444, -0.0367446206510067, 0.03484472259879112, 0.03408583998680115, -0.017951440066099167, 0.010949693620204926, 0.03293243423104286, -0.042334407567977905, 0.04230264574289322, 0.024955440312623978, 0.0036390144377946854, -0.008867379277944565, -0.11176568269729614, -0.03130176290869713, -0.07952111214399338, -0.02675175666809082, 0.11464636772871017, -0.04559316858649254, -0.029913533478975296, -0.034065015614032745, 0.0023393689189106226, -0.01282104104757309, -0.056046679615974426, -0.031014936044812202, 0.03704489767551422, 0.014863592572510242, 0.028187904506921768, 0.04761970788240433, -0.020665261894464493, -0.07315564155578613, -0.015737956389784813, 0.0068378453142941, 0.025135260075330734, 0.0033245906233787537, -0.07562188804149628, 0.010664249770343304, -0.029197029769420624, -0.060356270521879196, -0.03289554640650749, 0.005166368093341589, -0.030146215111017227, 0.02620241791009903, 0.00439750449731946, 0.004851622506976128, 0.0008114846423268318, 0.028865573927760124, -0.022611573338508606, 0.0008003213442862034, -0.034637827426195145, 0.04901733249425888, 0.029273828491568565, 0.00397433340549469, -0.06526663899421692, -0.01194799691438675, 0.01907513663172722, -0.0011221347376704216, 0.03770611435174942, 0.009202500805258751, -0.08189409971237183, -0.0035344460047781467, 0.00669934693723917, -0.03456577658653259, 0.03532993048429489, -0.014634329825639725, -0.01629078947007656, -0.007228727452456951, -0.026174308732151985, -0.0005841916427016258, -0.16109596192836761, 0.021376745775341988, -0.037333473563194275, 0.013938633725047112, 0.03784274309873581, 0.019255774095654488, 0.002048444002866745, -0.049487702548503876, 0.004440308548510075, 0.013358448632061481, -0.07288803160190582, 0.008925245143473148, 0.031087635084986687, -0.027462594211101532, 0.009364556521177292, 0.009558362886309624, 0.038269612938165665, -0.009021244011819363, 0.02908509224653244, -0.0021061673760414124, 0.06486184149980545, -0.012181001715362072, -0.02854662761092186, -0.028653576970100403, 0.07011065632104874, -0.03229393810033798, -0.15022140741348267, -0.04788708686828613, 0.08744686096906662, 0.0008316487073898315, 0.03872299566864967, 0.047358524054288864, -0.010426407679915428, 0.005532689858227968, -0.0020210174843668938, 0.03648440167307854, -0.010031134821474552, -0.014973288401961327, 0.013410784304141998, 0.01667587086558342, -0.03413529694080353, 0.016596172004938126, -0.04123380780220032, 0.020842231810092926, 0.02798626385629177, -0.05379355698823929, 0.0187348872423172, -0.015675345435738564, 0.03578725829720497, -0.00980312842875719, -0.10753946751356125, 0.006689980160444975, -0.040864598006010056, -0.008664347231388092, -0.021807171404361725, 0.008152846246957779, 0.011372295208275318, 0.013808106072247028, -0.056296296417713165, 0.017891624942421913, -0.023279018700122833, -0.006701793521642685, 0.04764974117279053, -0.010965457186102867, 0.02688007429242134, -0.003772646188735962, -0.011074514128267765, 0.019754558801651, -0.012289702892303467, 0.06460645794868469, 0.07431122660636902, -0.02690405584871769, 0.05285980552434921, 0.02950211800634861, -0.006041139364242554, -0.08400285989046097, -0.0005574999377131462, 0.015650751069188118, 0.0005457717925310135, -0.012429812923073769, -0.016822313889861107, 0.011460254900157452]"
4,A,BcI-248,6W33,1.85,2020-03-25,A0A5B7VP54,,,pdb,,1X6,P 1,42.728 43.643 72.404 ♦ 85.08 88.25 86.68,2.0,1X6,,,N/C=C/C(=O)OC[C@H](N)C(=O)O,"[-0.04764644056558609, -0.027251342311501503, 0.008030511438846588, -0.0002476107329130173, 0.04930788651108742, 0.04658079519867897, 0.024713190272450447, -0.0015537026338279247, 0.044334180653095245, 0.006181970238685608, -0.0074014742858707905, 0.05427846685051918, 0.04190993309020996, -0.03076980821788311, -0.027136852964758873, -0.014052447862923145, 0.03702710568904877, 0.042469654232263565, 0.08597277104854584, -0.008329092524945736, -0.02266974002122879, 0.004056859761476517, -0.03272593766450882, 0.022597700357437134, 0.023154592141509056, -0.009098421782255173, -0.026373736560344696, 0.004681783728301525, 0.02127205953001976, -0.01784045249223709, -0.03261521831154823, -0.10851585865020752, 0.011559123173356056, -0.030621828511357307, 0.02727208286523819, -0.03523066267371178, -0.009716285392642021, -0.04284146428108215, -0.08065027743577957, 0.03086904063820839, 0.01223541796207428, -0.016859885305166245, 0.042246583849191666, -0.01840081810951233, -0.014207491651177406, 0.009312760084867477, 0.004235036671161652, -0.025403250008821487, -0.01403743028640747, -0.003968346863985062, 0.0009199613705277443, -0.0014835491310805082, -0.02911144122481346, 0.04415377974510193, -0.04053888097405434, -0.004811541177332401, 0.03850233182311058, 0.013627646490931511, -0.02803741581737995, -0.06819923222064972, 0.03249092027544975, -0.021261025220155716, 0.02916305884718895, 0.007034903392195702, -0.019551057368516922, -0.02493096888065338, -0.04751800373196602, 0.016620544716715813, 0.04783565551042557, 0.062387239187955856, 0.012052048929035664, -0.008916670456528664, 0.039489079266786575, 0.05061307176947594, -0.044291913509368896, -0.02959059551358223, -0.017037954181432724, 0.003695153631269932, -0.005008694715797901, 0.01685292460024357, 0.012453330680727959, 0.018864275887608528, 0.047031745314598083, 0.046057261526584625, 0.022242242470383644, -0.0068042706698179245, 0.004341451451182365, -0.01387646421790123, -0.018728578463196754, -0.02317199856042862, 0.0805656909942627, -0.023538799956440926, 0.01627953350543976, 0.03655447065830231, -0.020066488534212112, 0.0335400253534317, -0.020987773314118385, 0.00013656006194651127, -0.016698317602276802, -0.019106345251202583, -0.013541108928620815, -0.048221804201602936, 0.018222447484731674, -0.027737490832805634, 0.046540629118680954, -0.027094051241874695, 0.010569915175437927, 0.007986498065292835, 0.05785290151834488, -0.011817858554422855, 0.010228389874100685, -0.016197558492422104, 0.017032261937856674, 0.001988667994737625, -0.07482878118753433, -0.00916239246726036, -0.020450035110116005, 0.011243903078138828, 0.03554827347397804, 0.008813714608550072, 0.0033955792896449566, 0.020245295017957687, 0.023747816681861877, -0.07154989242553711, 0.013529296964406967, 0.005765749141573906, -0.03398578613996506, -0.006382458843290806, -0.08500520139932632, -0.0038903076201677322, 0.0017356169410049915, -0.005419674329459667, 0.013980320654809475, 0.0314176008105278, 0.04316796734929085, -0.014381304383277893, -0.0032738270238041878, 0.0073709627613425255, 0.05487106367945671, 0.035112589597702026, -0.002746389713138342, 0.003916674293577671, 0.01272071897983551, -0.02116292156279087, 0.009257582947611809, 0.019312944263219833, 0.027898143976926804, 0.03237827494740486, -0.04808402806520462, 0.04254383221268654, 0.002230057492852211, 0.014736293815076351, -0.014693737030029297, 0.0483328253030777, -0.027851436287164688, -0.008734357543289661, -0.03183334693312645, 0.006891185417771339, 0.022249924018979073, -0.028099622577428818, 0.03364109992980957, 0.009885160252451897, 0.01989665813744068, 0.006013736128807068, -0.015842214226722717, -0.03964843600988388, -0.0685509666800499, 0.0034358252305537462, -0.05170881003141403, -0.013822825625538826, -0.019177278503775597, -0.027335084974765778, 0.017577137798070908, -0.005953408312052488, 0.03242107108235359, -0.011139540001749992, 0.006422096863389015, -0.020807089284062386, -0.022001687437295914, 0.010175999253988266, -0.06102222204208374, 0.00550350034609437, -0.029317114502191544, -0.05439422279596329, 0.053438618779182434, -0.06102168560028076, 0.0544118769466877, 0.03072754107415676, -0.011774519458413124, -0.04948487877845764, 0.005932764150202274, 0.007912945002317429, 0.00828767754137516, -0.02829970233142376, 0.026066787540912628, 0.0047150528989732265]"
5,A,BlaC,3CG5,1.7,2008-05-27,P9WKD3,18422342,10.1021/BI8001055,pdb,,ISS,P 21 21 21,49.666 67.655 75.032 ♦ 90.00 90.00 90.00,4.0,ISS,,,O=C/C=C/NCC(=O)CCO,"[-0.1784723997116089, 0.030055802315473557, 0.04841649532318115, -0.023232724517583847, 0.05122032389044762, 0.02356390841305256, 0.03014763444662094, 0.026783011853694916, -0.02302733063697815, -0.03077666461467743, -0.019662002101540565, -0.004438944160938263, 0.06371463090181351, -0.025285281240940094, -0.04359128326177597, -0.010765940882265568, 0.01940879411995411, 0.0771898701786995, 0.04787030071020126, -0.002474186010658741, -0.004293457139283419, 0.023074356839060783, -0.04903688654303551, -0.0058448598720133305, -0.03591497987508774, 0.01664946973323822, -0.03396821394562721, 0.03871137648820877, -0.010994679294526577, -0.004125211387872696, 0.03211531043052673, -0.08507470786571503, 0.00815259013324976, -0.07384141534566879, 0.01851215958595276, -0.002124164253473282, 0.03896522521972656, 0.03548991307616234, -0.013786227442324162, 0.012771336361765862, 0.04190581291913986, -0.01831202581524849, 0.03166700899600983, 0.004597196355462074, 0.008643122389912605, 0.014014748856425285, -0.06666100770235062, 0.01415163092315197, 0.009706243872642517, 0.04055112600326538, -0.023283593356609344, -0.0171214509755373, 0.016988109797239304, -0.019033189862966537, -0.04728137329220772, 0.007730983197689056, 0.05344506353139877, -0.001091217272914946, 0.02518436312675476, 0.015653463080525398, 0.0030729547142982483, -0.032406218349933624, 0.010197668336331844, 0.030430473387241364, 0.05410899221897125, -0.005851404741406441, -0.02101963758468628, -0.047058746218681335, -0.007801130414009094, 0.0686982199549675, -0.0031969603151082993, 0.023603063076734543, 0.015250446274876595, 0.061362944543361664, -0.03549705073237419, -0.10855203866958618, -0.029540594667196274, 0.013938246294856071, -0.019786860793828964, -0.011743052862584591, 0.03815664350986481, -0.002581881359219551, -0.0030191363766789436, -0.016761820763349533, -0.004223222844302654, 0.03574071079492569, 0.035643067210912704, 0.05055510997772217, -0.023477092385292053, 0.0024995729327201843, 0.07538545876741409, -0.003718593157827854, 0.001508966088294983, 0.017606671899557114, 0.05710136890411377, 0.010331164114177227, 0.0026696559507399797, -0.02481471374630928, 0.023385219275951385, -0.033020589500665665, 0.031128551810979843, -0.04402627795934677, 0.0008301888592541218, -0.007126541342586279, -0.0161895714700222, -0.013835126534104347, -0.04013967141509056, 0.01591707393527031, -0.027325719594955444, 0.011569495312869549, 0.012781355530023575, 0.049095749855041504, -0.041986577212810516, 0.02020082250237465, -0.021696075797080994, 0.004688183777034283, 0.003347917925566435, 0.022687843069434166, 0.0790044292807579, -0.0029576867818832397, -0.014357393607497215, 0.0547962412238121, -0.01833408884704113, -0.03328707069158554, -0.028657294809818268, -0.004306468181312084, -0.0421161912381649, 0.010295234620571136, -0.08856843411922455, 0.0003401404246687889, -0.004704122431576252, 0.02557951770722866, 0.0056916396133601665, -0.024777095764875412, 0.0074242521077394485, -0.011217312887310982, 0.0035895579494535923, 0.06052146852016449, 0.02185760624706745, -0.03080570697784424, 0.034814320504665375, 0.014926047995686531, -0.03397228568792343, 0.0008003986440598965, -0.011974170804023743, 0.05140786990523338, -0.011345123872160912, 0.03669097274541855, -0.026857925578951836, 0.011010642163455486, -0.02384558692574501, -0.01200438104569912, -0.03508773446083069, 0.021595800295472145, 0.008292930200695992, -0.0027710506692528725, -0.020995333790779114, -0.0050245895981788635, 0.049106575548648834, -0.004335991106927395, -0.048190463334321976, -0.04637402668595314, 0.02405427023768425, -0.019878674298524857, -0.053887128829956055, 0.025837324559688568, -0.07097184658050537, 0.01779034361243248, 0.008823723532259464, 0.012406852096319199, -0.006236099638044834, -0.01657310500741005, 0.01270727626979351, 0.01269645243883133, -0.0033323767129331827, -0.004354530945420265, -0.00374015886336565, -0.0429256372153759, -0.02614826336503029, -0.0004961863160133362, -0.021788451820611954, -0.03880712762475014, 0.015641596168279648, -0.005313653498888016, 0.051020488142967224, 0.041855476796627045, 0.0067056152038276196, 0.027521846815943718, 0.04028281569480896, -0.04242595285177231, 0.022320818156003952, 0.013894878327846527, -0.00967200007289648, -0.04503514617681503, 0.015216111205518246, 0.008942967280745506]"
